CCTV央视,#genre#
湖南卫视 FHD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226144/index.m3u8
湖南卫视 FHD,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226161/index.m3u8
湖南卫视 FHD,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226727/index.m3u8
湖南卫视 FHD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226669/index.m3u8
湖南卫视 FHD,http://39.135.129.164/PLTV/88888888/224/3221226421/1.m3u8
江苏卫视 FHD,http://39.135.129.162/PLTV/88888888/224/3221226638/1.m3u8
江苏卫视 FHD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221225989/index.m3u8
江苏卫视 FHD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226160/index.m3u8
江苏卫视 FHD,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226672/index.m3u8
江苏卫视 FHD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226902/index.m3u8
吉林卫视 FHD,http://39.135.129.164/PLTV/88888888/224/3221226763/1.m3u8
山东卫视 FHD,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226739/index.m3u8
山东卫视 FHD,http://39.135.129.164/PLTV/88888888/224/3221226486/1.m3u8
深圳卫视 FHD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226725/index.m3u8
深圳卫视 FHD,http://39.135.129.166/PLTV/88888888/224/3221226463/1.m3u8
四川卫视 FHD,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226728/index.m3u8
重庆卫视 FHD,http://39.135.129.164/PLTV/88888888/224/3221226490/1.m3u8
重庆卫视 FHD,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226737/index.m3u8
天津卫视 FHD,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226742/index.m3u8
浙江卫视 FHD,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221225975/index.m3u8
浙江卫视 FHD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226134/index.m3u8
浙江卫视 FHD,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226700/index.m3u8
浙江卫视 FHD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226795/index.m3u8
金鹰纪实 FHD,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226714/index.m3u8
金鹰纪实 FHD,http://39.135.129.164/PLTV/88888888/224/3221226459/1.m3u8
辽宁卫视 FHD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226049/index.m3u8
辽宁卫视 FHD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226156/index.m3u8
辽宁卫视 FHD,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226731/index.m3u8
辽宁卫视 FHD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226689/index.m3u8
教育1台 SD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226732/index.m3u8
教育3台 SD,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226950/index.m3u8
教育4台 SD,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226940/index.m3u8
北京卫视 SD,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226837/index.m3u8
北京卫视 SD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226823/index.m3u8
兵团卫视 SD,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226859/index.m3u8
东方卫视 SD,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226938/index.m3u8
东方卫视 SD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226872/index.m3u8
东方卫视 SD,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226168/index.m3u8
东南卫视 SD,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226784/index.m3u8
广东卫视 SD,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226743/index.m3u8
广西卫视 SD,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226830/index.m3u8
河南卫视 SD,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226791/index.m3u8
黑龙江卫视 SD,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226881/index.m3u8
湖北卫视 SD,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226877/index.m3u8
湖南卫视 SD,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226834/index.m3u8
湖南卫视 SD,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226772/index.m3u8
嘉佳卡通 SD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226744/index.m3u8
江苏卫视 SD,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226143/index.m3u8
江苏卫视 SD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226781/index.m3u8
江苏卫视 SD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226932/index.m3u8
江西卫视 SD,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226788/index.m3u8
内蒙古卫视 SD,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226886/index.m3u8
山西卫视 SD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226778/index.m3u8
陕西卫视 SD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226892/index.m3u8
深圳卫视 SD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226807/index.m3u8
四川卫视 SD,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226810/index.m3u8
天津卫视 SD,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226926/index.m3u8
西藏卫视 SD,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226896/index.m3u8
浙江卫视 SD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226147/index.m3u8
浙江卫视 SD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226923/index.m3u8
重庆卫视 SD,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226868/index.m3u8
辽宁卫视 SD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226141/index.m3u8
辽宁卫视 SD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226767/index.m3u8
辽宁卫视 SD,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226929/index.m3u8
香港頻道,#genre#
翡翠台,http://116.199.5.51:8114/00000000/2e368e04c76446bc9d30ca7a9f934dae/index.m3u8?Fsv_cid=1034&Fsv_chan_hls_se_idx=188&Fsv_ctype=LIVES&version=9&Fsv_rate_id=1&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=7f88be5fb6fd426494f6aa240f1dc7a9&Provider_id=0000000
翡翠台,http://116.199.5.51:8114/index.m3u8?Fsv_chan_hls_se_idx=188&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
翡翠台,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv
TVB星河rtmp://v394,#genre#
明珠台,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_
明珠台,http://nettvpro.live/hls/zjkp.php?id=12
明珠台,http://iptv.tvfix.org/hls/pearl.m3u8
翡翠台(第1声道繁体),http://iptv.tvfix.org/hls/jade.m3u8
翡翠台(第2声道简体),http://iptv.tvfix.org/hls/jade2.m3u8
翡翠台海外版(粤语繁体),http://iptv.tvfix.org/hls/jadenhk.m3u8
翡翠台海外版(普通话简体),http://iptv.tvfix.org/hls/jadenhk2.m3u8
J2,http://iptv.tvfix.org/hls/j2.m3u8
J2(第2声道),http://iptv.tvfix.org/hls/j22.m3u8
无线新闻台,http://iptv.tvfix.org/hls/inews.m3u8
无线新闻台(第2声道),http://iptv.tvfix.org/hls/inews2.m3u8
明珠台(第2声道),http://iptv.tvfix.org/hls/pearl2.m3u8
无线财经资讯台,http://iptv.tvfix.org/hls/finance.m3u8
无线财经资讯台(第2声道),http://iptv.tvfix.org/hls/finance2.m3u8
无线财经资讯台海外版,http://iptv.tvfix.org/hls/financenhk.m3u8
ViuTV,http://iptv.tvfix.org/hls/viutv.m3u8
ViuTV(第2声道),http://iptv.tvfix.org/hls/viutv2.m3u8
ViuTV6,http://iptv.tvfix.org/hls/viutv6.m3u8
RTHK31,http://iptv.tvfix.org/hls/rthk31.m3u8
RTHK32,http://iptv.tvfix.org/hls/rthk32.m3u8
香港国际财经台,http://iptv.tvfix.org/hls/hkibc.m3u8
香港开电视,http://iptv.tvfix.org/hls/opentv.m3u8
TVBS亚洲台,http://iptv.tvfix.org/hls/tvbs.m3u8
TVBS新闻台,http://iptv.tvfix.org/hls/tvbsnews.m3u8
中天新闻,http://iptv.tvfix.org/hls/ztxw.m3u8
东森新闻,http://iptv.tvfix.org/hls/dsxw.m3u8
NHK综合,http://iptv.tvfix.org/hls/nhkg.m3u8
NHK综合(第2声道),http://iptv.tvfix.org/hls/nhkg2.m3u8
NHK教育,http://iptv.tvfix.org/hls/nhke.m3u8
NHK教育(第2声道),http://iptv.tvfix.org/hls/nhke2.m3u8
NHK WORLD Premium,http://iptv.tvfix.org/hls/nhkworldpremium.m3u8
NHK WORLD,http://iptv.tvfix.org/hls/nhkworld.m3u8
NHK WORLD(中文字幕),http://iptv.tvfix.org/hls/nhkworldzh.m3u8
tvN,http://iptv.tvfix.org/hls/tvn.m3u8
瞬间看地球,http://iptv.tvfix.org/hls/earth.m3u8
美亚电影台(粤语),http://iptv.tvfix.org/hls/mydy.m3u8
美亚电影台(普通话),http://iptv.tvfix.org/hls/mydy2.m3u8
天映经典(粤语),http://iptv.tvfix.org/hls/tyjd.m3u8
天映经典(普通话),http://iptv.tvfix.org/hls/tyjd2.m3u8
Animax,http://iptv.tvfix.org/hls/animax.m3u8
Animax(第2声道),http://iptv.tvfix.org/hls/animax2.m3u8
Hands Up Channel,http://iptv.tvfix.org/hls/kid.m3u8
Hands Up Channel(第2声道),http://iptv.tvfix.org/hls/kid2.m3u8
Thrill,http://iptv.tvfix.org/hls/thrill.m3u8
Thrill(第2声道),http://iptv.tvfix.org/hls/thrill2.m3u8
TVB经典台,http://iptv.tvfix.org/hls/tvbjd.m3u8
TVB为食台,http://iptv.tvfix.org/hls/tvbws.m3u8
凤凰中文,http://iptv.tvfix.org/hls/fhzw.m3u8
凤凰电影,http://iptv.tvfix.org/hls/fhdy.m3u8
Discovery,http://iptv.tvfix.org/hls/discovery.m3u8
动物星球,http://iptv.tvfix.org/hls/animal.m3u8
Love Nature 4K,http://iptv.tvfix.org/hls/lovenature4k.m3u8
国家地理,http://iptv.tvfix.org/hls/natlgeo.m3u8
Channel V,http://iptv.tvfix.org/hls/channelv.m3u8
星空卫视,http://iptv.tvfix.org/hls/startv.m3u8
星空卫视,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=233&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv
星空卫视,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=234&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv
星空卫视,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=&Provider_id=&Fsv_chan_hls_se_idx=233
Star Sports,http://iptv.tvfix.org/hls/starsports.m3u8
凤凰资讯,http://223.110.235.4/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰香港,http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8$JS
凤凰香港,http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8$JS1080P
凤凰电影台,http://218.202.220.2:5000/nn_live.ts?id=NEWSASIA
经典功夫台,http://103.140.229.13/BOBO/bibi.php?id=21715386
C+,http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-U1-NO/03.m3u8
C+,http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-U1-NO/index.m3u8
星卫电影台,http://data.3g.yy.com/live/hls/29900720/29900720
台湾頻道,#genre#
民视,rtmp://59.124.75.157/sat/tv051
民视,http://211.23.114.106:8504/http/61.221.81.94:8088/hls/73/815/ch49.m3u8
台视,rtmp://59.124.75.157/sat/tv071
台视,http://211.23.114.106:8502/http/61.221.81.94:8088/hls/72/814/ch46.m3u8
中视,rtmp://59.124.75.157/sat/tv091
中视,http://211.23.114.106:8502/http/61.221.81.94:8088/hls/72/814/ch47.m3u8
华视,rtmp://59.124.75.157/sat/tv111
华视,http://211.23.114.106:8503/http/61.221.81.94:8088/hls/72/814/ch48.m3u8
TVBS欢乐台,rtmp://59.124.75.157/sat/tv421
TVBS新闻台,rtmp://59.124.75.157/sat/tv551
东森超视,rtmp://59.124.75.157/sat/tv331
东森超视,http://211.23.114.106:8525/http/60.251.39.91:8081/hls/64/806/ch14.m3u8
东森财经新闻,rtmp://59.124.75.157/sat/tv571
纬来日本,rtmp://59.124.75.157/sat/tv771
纬来育乐,rtmp://59.124.75.157/sat/tv701
纬来育乐,http://211.23.114.106:8562/http/116.50.42.19:8081/hls/68/810/ch30.m3u8
纬来体育,rtmp://59.124.75.157/sat/tv721
纬来体育,http://211.23.114.106:8563/http/59.120.8.187:8081/hls/67/809/ch28.m3u8
ELEVEN1,rtmp://59.124.75.157/sat/tv731
ELEVEN2,rtmp://59.124.75.157/sat/tv741
ELEVEN2,rtmp://59.124.75.157/sat/md051
MoMo综合台,rtmp://59.124.75.157/sat/tv761
爱尔达体育1,rtmp://59.124.75.157/sat/md011
爱尔达体育2,rtmp://59.124.75.157/sat/md021
爱尔达体育2,rtmp://59.124.75.157/sat/md031
爱尔达体育3,rtmp://59.124.75.157/sat/md041
有线体育台,rtmp://59.124.75.157/sat/hk011
Sports Plus,rtmp://59.124.75.157/sat/hk021
18台,rtmp://59.124.75.157/sat/hk041
公视,http://211.23.114.106:8505/http/61.221.81.94:8088/hls/73/815/ch50.m3u8
国家地理,http://211.23.114.106:8509/http/61.221.81.94:8088/hls/61/803/ch01.m3u8
Discovery,http://211.23.114.106:8510/http/61.221.81.94:8088/hls/71/813/ch44.m3u8
旅游生活,http://211.23.114.106:8570/http/61.221.81.94:8088/hls/70/812/ch38.m3u8
动物星球,http://211.23.114.106:8512/http/61.221.81.94:8088/hls/70/812/ch37.m3u8
八大综合,http://211.23.114.106:8520/http/61.221.81.94:8088/hls/66/808/ch21.m3u8
亚洲旅游,http://211.23.114.106:8513/http/61.221.81.94:8088/hls/76/818/ch61.m3u8
东森幼幼,http://211.23.114.106:8515/http/61.221.81.94:8088/hls/63/805/ch09.m3u8
ANIMAX,http://211.23.114.106:8516/http/61.221.81.94:8088/hls/70/812/ch39.m3u8
龙华卡通,http://211.23.114.106:8528/http/59.120.8.187:8066/hls/210/10013/cstv13.m3u8
纬来综合,http://211.23.114.106:8518/http/61.221.81.94:8088/hls/68/810/ch32.m3u8
八大第一,http://211.23.114.106:8536/http/61.221.81.94:8088/hls/66/808/ch22.m3u8
三立台湾,http://211.23.114.106:8521/http/60.251.39.91:8081/hls/65/807/ch20.m3u8
三立都会,http://211.23.114.106:8522/http/60.251.39.91:8081/hls/65/807/ch19.m3u8
卫视中文,http://211.23.114.106:8514/http/60.251.39.91:8081/hls/62/804/ch05.m3u8
东森综合,http://211.23.114.106:8524/http/60.251.39.91:8081/hls/63/805/ch12.m3u8
中天综合,http://211.23.114.106:8526/http/60.251.39.91:8081/hls/67/809/ch25.m3u8
中天娱乐,http://211.23.114.106:8527/http/60.251.39.91:8081/hls/67/809/ch26.m3u8
东风卫视,http://211.23.114.106:8578/http/60.251.39.91:8081/hls/68/810/ch31.m3u8
MuchTV,http://211.23.114.106:8529/http/60.251.39.91:8081/hls/72/814/ch45.m3u8
东森戏剧,http://211.23.114.106:8530/http/60.251.39.91:8081/hls/64/806/ch13.m3u8
八大戏剧,http://211.23.114.106:8531/http/60.251.39.91:8081/hls/66/808/ch23.m3u8
纬来戏剧,http://211.23.114.106:8533/http/60.251.39.91:8081/hls/69/811/ch33.m3u8
龙华戏剧,http://211.23.114.106:8534/http/59.120.8.187:8066/hls/210/10010/cstv10.m3u8
龙华日韩,http://211.23.114.106:8535/http/59.120.8.187:8066/hls/210/10011/cstv11.m3u8
